City,Price (CHF/Month),Net Price,Additional Costs,Rooms,Living Space,Street,PLZ/City,Description,Eigenschaften,Hauptangaben,Listing URL
Zurich,4’200.–,CHF 3’600.–,CHF 600.–,6.5,"205
m2","Rötelistrasse 13,",9000 St. Gallen,"Elegante und repräsentative 6.5 Zimmer Maisonette Dachterrassenwohnung.
Komplett saniert nach neuestem Standard, in bester Lage am Rosenberg.
Für Leute die gerne in einem schönen Haus in guter ruhiger Umgebung leben wollen.
Im Dufourpark mit Blick über die Stadt und nur 10 Min zu Fuss ins Zentrum.
Die grosszügige Wohnung bietet hochwertigen Innenausbau mit schönen Böden und Einbauschränken in allen Räumen. Dazu drei Bäder, 2 Terrassen plus Loggia, Hauswirtschaftsraum, Keller und auf Wunsch zwei Gragenplätze a 150 SFR
Ein kleines Haustier ist kein Problem.","Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Aussicht, Ruhige Lage, Garage, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Attikawohnung', 'Anzahl Zimmer:': '6.5', 'Etage:': '4', 'Wohnfläche:': '205 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '1995'}",https://www.immoscout24.ch/mieten/4001919670
Zurich,1’610.–,CHF 1’340.–,CHF 270.–,4.5,"86
m2","Langgasse 92,",9008 St. Gallen,"Diese gemütliche Wohnung ist geeignet für Pendler - die Bushaltestelle befindet sich direkt vor dem Haus und der Bahnhof ist innert kürzester Zeit erreichbar.

- Moderne Wohnung
- Bodenbeläge Laminat
- Küche mit Granitabdeckung
- Glaskeramikherd und Geschirrspüler
- Bad/WC mit weissen Keramikplatten
- Wandschrank im Eingangsbereich
- Glasfaseranschluss vorhanden
- 2 Balkone
- kein Lift vorhanden
- Mieten ohne Kaution möglich!

Sind Sie interessiert? Buchen Sie noch heute einen Besichtigungstermin über den separaten Besichtigungs-Link. Wir freuen auf Sie!

Die Fotos entsprechen dem Standard der Liegenschaft und können vom Objekt abweichen.","Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Garage, Altbau","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '3', 'Wohnfläche:': '86 m2', 'Letztes Renovationsjahr:': '1993', 'Baujahr:': '1959'}",https://www.immoscout24.ch/mieten/4001668822
Zurich,1’700.–,CHF 1’500.–,CHF 200.–,4.5,"85
m2","Ruhsitzstrasse 28,",9000 St. Gallen,"Schöne renovierte Wohnung, neue Küche, neues Bad und neuer Balkon mit super Aussicht über die Stadt.
Holzböden
Im Zentrum von St. Gallen an ruhiger Lage
Parkplatz auf Wunsch Fr. 75.- pro Monat","Haustiere erlaubt, Balkon / Terrasse, Geschirrspüler, Waschmaschine, Kabel-TV, Aussicht, Parkplatz, Altbau","{'Verfügbarkeit:': '01.07.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '1', 'Anzahl Etagen:': '3', 'Wohnfläche:': '85 m2', 'Letztes Renovationsjahr:': '2021'}",https://www.immoscout24.ch/mieten/4001966691
Zurich,2’760.–,CHF 2’200.–,CHF 560.–,4.5,"119
m2","Dufourstrasse,",9000 St. Gallen,"Wenn Sie nicht in einem 08/15 Block wohnen wollen!
Elegante helle ungewöhnliche Maisonette Wohnung in bester Lage am Rosenberg.
Die renovierte Wohnung bietet hochwertigen Innenausbau mit viel Stauraum.
Zwei Badezimmer, eines davon mit Sprudelwanne, eins mit Dusche, beide mit Fenster.
Lichtdurchflutete Räume und schöne Böden, grossen Balkon, separate Heizungssteuerung und einen eleganten offenen Kamin.
Sowie einen eigenen Hauswirtschaftsraum und einen Keller.
Ein kleines Haustier ist kein Problem.
Es sind auf Wunsch 2 Tiefgaragenplätze a 150.- SFR möglich.","Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Ruhige Lage, Garage, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Attikawohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '3', 'Wohnfläche:': '119 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '2001'}",https://www.immoscout24.ch/mieten/4001916931
Zurich,2’580.–,N/A,N/A,5.5,"120
m2","Sonnmattstrasse 23,",9015 Winkeln,"Geräumige 5.5-Zimmer-Wohnung mit 4 Schlafzimmern, modernem Badezimmer, Gäste-WC und praktischem Reduit. Genießen Sie den Balkon mit schönem Ausblick und einen eigenen Kellerraum für zusätzlichen Stauraum. Ideal für Familien oder Paare!","Balkon / Terrasse, Waschmaschine, Kinderfreundlich, Parkplatz, Neubau","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '5.5', 'Etage:': '2', 'Wohnfläche:': '120 m2', 'Letztes Renovationsjahr:': '2025', 'Baujahr:': '1980'}",https://www.immoscout24.ch/mieten/4001891797
Zurich,2’450.–,CHF 2’250.–,CHF 200.–,3.5,"82
m2","Böcklinstrasse 9,",9000 St. Gallen,"Die Wohnung befindet sich an Top-Lage am unteren Rosenberg nahe am Stadtzentrum. Es erwarten Sie eine modern ausgelegte Wohnung mit viel Charme. Das Objekt ist eingebettet in Grünflächen und verfügt über 11 Wohneinheiten und einer Tiefgarage, welche direkt mit Lift erschlossen ist.
Die Wohnung hat eine grosszügige, offene Küche und eine grosse Terrasse. Sie verfügt über zwei Nasszellen, Anschlüsse für eine Waschmaschine und eine mit Geschirrspüler, Backofen und Steamer komfortabel ausgestattete Küche. Zum Stadtzentrum sind es wenige Gehminuten und dies gilt auch für die öffentlichen Verkehrsmittel.
Miete Garage: CHF 250","Haustiere erlaubt, Balkon / Terrasse, Reduit, Geschirrspüler, Waschmaschine, Aussicht, Rollstuhlgängig, Kinderfreundlich, Garage, Lift, Minergie Bauweise","{'Verfügbarkeit:': '01.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '1', 'Anzahl Etagen:': '5', 'Wohnfläche:': '82 m2', 'Nutzfläche:': '82 m2', 'Baujahr:': '2017'}",https://www.immoscout24.ch/mieten/4001857432
Zurich,1’731.–,CHF 1’481.–,CHF 250.–,3,"66
m2","Goliathgasse 37,",9000 St. Gallen,"Wir vermieten per sofort diese top ausgestattete Wohnung mit folgenden Vorteilen:

- Alle Zimmer/Korridor mit Parkett
- Moderne Dusche
- Schöner Spiegelschrank mit indirekter Beleuchtung
- Moderne Küche mit viel Stauraum
- Lift
- Separates Kellerabteil
- Waschtürme im 1. UG
- Die Wohnung wurde im Jahr 2018 saniert
- Einkaufsmöglichkeiten in kurzer Gehdistanz
- Keine Parkplätze vorhanden - Blaue Zone in unmittelbarer Nähe

Wir freuen uns auf Ihre Bewerbung!

Die Bilder entprechen dem Standard und sind nicht objektspezifisch.","Kabel-TV, Aussicht, Lift, Altbau, Eckhaus","{'Verfügbarkeit:': '01.06.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '3', 'Wohnfläche:': '66 m2', 'Letztes Renovationsjahr:': '2018', 'Baujahr:': '1920'}",https://www.immoscout24.ch/mieten/4002002434
Zurich,1’250.–,N/A,N/A,2.5,"75
m2","Pelikanstrasse 15,",9008 St. Gallen,"grosszügig, helle 2,5-Zimmerwohnung in ruhigem Quartier, Badezimmer, separates WC, Parkettböden, moderne Wohnküche mit Glaskeramikherd und Geschirrspüler
Einkaufsmöglichkeiten und Busshaltestelle sind in unmittelbarer Nähe","Geschirrspüler, Aussicht, Ruhige Lage","{'Verfügbarkeit:': '01.06.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Anzahl Badezimmer:': '1', 'Etage:': '1', 'Wohnfläche:': '75 m2'}",https://www.immoscout24.ch/mieten/4001965754
Zurich,1’770.–,CHF 1’480.–,CHF 290.–,4.5,"93
m2","Zilstrasse 6a,",9016 St. Gallen,"Wir vermieten nahe dem Erholungsgebiet im Osten der Stadt St. Gallen eine attraktive Familiewohnung. Die Wohnung bietet Ihnen unten anderem folgende Vorzüge:

- moderne Küche mit Essbereich
- grosszügiger Wohnbereich mit Parkettboden
- freundliches Badezimmer mit Badewanne
- separates WC
- praktische Einbauschränke
- sonniger Balkon
- Kellerabteil

Der Autobahnanschluss St. Gallen Neudorf befindet sich in nächster Nähe. Das Stadtzentrum ist mit den öffentlichen Verkehrsmitteln in ca. 15 Minuten erreichbar.

Vereinbaren Sie noch heute einen Besichtigungstermin. Sie werden begeistert sein!

Beachten Sie: Bei den Bildern handelt es sich um Musterfotos. Diese zeigen lediglich den Ausbaustandard! Besten Dank für Ihr Verständnis.","Balkon / Terrasse, Aussicht","{'Verfügbarkeit:': '16.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '1', 'Wohnfläche:': '93 m2'}",https://www.immoscout24.ch/mieten/4001918384
Zurich,1’280.–,CHF 1’170.–,CHF 110.–,2.5,"37
m2","Marktplatz 5,",9000 St. Gallen,"In der Innenstadt von St. Gallen, werden sechs gemütliche Kleinwohnungen bezugsbereit


Die gut ausgestatteten Wohnungen bieten Ihnen folgende Vorteile:

- Alle Zimmer/Korridor/Bad mit pflegeleichten Böden
- Moderne Duschen
- Schöne Spiegelschränke
- Moderne Küchen mit viel Stauraum
- Eigene Waschmaschine
- Alle Wohnungen wurden 2021/2022 gesamterneuert
- Einkaufsmöglichkeiten und ÖV in kurzer Gehdistanz
- Ausblick in Richtung Marktplatz oder in die Neugasse
- Keine Parkplätze vorhanden

Wir freuen uns auf Ihre Kontaktaufnahme. Sobald Besichtigungen möglich sind, werden wir Sie umgehend informieren.",Kabel-TV,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '3', 'Wohnfläche:': '37 m2', 'Letztes Renovationsjahr:': '2020', 'Baujahr:': '1933'}",https://www.immoscout24.ch/mieten/4001668634
Zurich,1’530.–,CHF 1’350.–,CHF 180.–,3.5,"77
m2","St. Georgenstrasse 15,",9000 St. Gallen,"Schöne und gemütliche, auf einem Geschoss angeordnete Altstadt-Wohnung mit Holzparkett. Balkon. Wunderbare Sicht auf die Innenstadt und Klosterhof. Sehr grosszügige Wohnküche. Sehr ruhige Lage, wenige Gehminuten in die Innenstadt und zu den drei Weiern. Geeignet für 1 - 2 Personen. Waschmaschine und Tumbler  im Keller für Benutzung im Preis inbegriffen. Glasfaseranschluss in der Wohnung installiert.

Besichtigung direkt bei Herr Björn Grevinga Mobile: +41 79 516 38 33
Für weitere Auskünfte Marc-André Remund +41 78 879 67 08","Balkon / Terrasse, Geschirrspüler, Kabel-TV, Aussicht, Altbau","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '2', 'Wohnfläche:': '77 m2', 'Nutzfläche:': '77 m2'}",https://www.immoscout24.ch/mieten/4001972904
