City,Price (CHF/Month),Net Price,Additional Costs,Rooms,Living Space,Street,PLZ/City,Description,Eigenschaften,Hauptangaben,Listing URL
bern,2’240.–,CHF 1’980.–,CHF 260.–,3,"73
m2","Breitenrainplatz 33,",3014 Bern,"Sonnige und zentrale Lage - ÖV und Einkaufsmöglichkeiten in unmittelbarer Nähe
Helle und geräumige Wohnung - Küche mit Geschirrspüler, Ceranfeld und Granitabdeckung - Platten- und Parkettböden - Bad/WC und sep. WC - Kellerabteil",,"{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '3', 'Wohnfläche:': '73 m2', 'Baujahr:': '1940'}",https://www.immoscout24.ch/mieten/4001976928
bern,1’690.–,CHF 1’500.–,CHF 190.–,N/A,N/A,"Bümplizstrasse 3,",3027 Bern-Bethlehem,"Wir vermieten per sofort oder nach Vereinbarung diverse attraktive Wohnungen mit folgenden Vorzügen:

- Schöner Vinylboden im Schlaf- und Wohnzimmer
- Helles Wohnzimmer mit Balkon
- Wunderschönes Badezimmer mit Badewanne und Plattenboden
- Moderne Küche mit viel Platz und Stauraum
- Grossflächiger Balkon mit schöner Aussicht

Das Haus selbst wurde energetisch hochwertig saniert und ist gut isoliert, was zu einem geringen Wärmeverlust und einem angenehmen Wohnklima beiträgt.

Bei Bedarf kann ein Einstellhallenplatz für CHF 120.- monatlich dazugemietet werden.

->Die frisch sanierten 3-Zimmerwohnungen und 2.5- Zimmer-Attikawohnungen befindet sich an der Bümplizstrasse 3 in Bümpliz.

Die Umgebung bietet eine gute Infrastruktur mit diversen Einkaufsmöglichkeiten, Schulen und Freizeitangeboten.

Die Anbindung an den öffentlichen Verkehr ist ausgezeichnet: Die Tramlinie 7 und mehrere Buslinien bringen Sie in wenigen Minuten in das Stadtzentrum der Stadt Bern.

Fühlen Sie sich angesprochen? Kontaktieren Sie uns gerne, um einen Besichtigungstermin zu vereinbaren.","Balkon / Terrasse, Kabel-TV, Parkplatz, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung'}",https://www.immoscout24.ch/mieten/4001882528
bern,2’160.–,N/A,N/A,4,"87
m2","Gesellschaftsstrasse 81,",3012 Bern,"Die Wohnung befindet sich an super Lage im beliebten Länggasse Quartier und bietet Ihnen eine ideale Kombination aus zentraler Lage und angenehmen Wohnkomfort. Die Wohnung überzeugt mit grosszügigen Räumen, viel Tageslicht und einer moderner Ausstattung.
 Raumaufteilung:
Elternzimmer
Kinderzimmer
Bad mit Dusche
Separates WC
Offene Küche
Wohnzimmer
Esszimmer
Balkon mit Sicht in den Innenhof
Das Wohn- und Esszimmer sind mit einem offenen Durchgang verbuchen welcher bei Bedarf mit einer Schiebetüre geschlossen werden kann. 
 Die Einkaufsmöglichkeiten sind bequem zu Fuss in 2 Minuten erreichbar (Migros Zähringer, Coop, Post etc.), ebenso wie die Bushaltestation Unitobler die gerade um die Ecke liegt. Der Hauptbahnhof ist ebenfalls nur wenige Minuten entfernt, was die Lage besonders attraktiv für Pendler macht.
Überzeugen Sie sich selbst von dieser attraktiven Wohnung in einem der beliebtesten Viertel in der Stadt.
 Ein Einstellhallenparkplatz kann bei Bedarf an der Zähringerstrasse (hinter Migros) für 120 CHF pro Monat übernommen werden.
  Wir freuen uns auf Ihre Anfrage!","Balkon / Terrasse, Ruhige Lage, Kinderfreundlich, Lift, Hochparterre","{'Verfügbarkeit:': '01.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4', 'Etage:': 'EG', 'Wohnfläche:': '87 m2'}",https://www.immoscout24.ch/mieten/4001992189
bern,1’780.–,N/A,N/A,3.5,"60
m2","Garbenweg 7,",3027 Bern,"In einem alten 3 Familienhaus vermieten wir eine helle Parterrewohnung mit Gartensitzplatz. Absolut ruhig gelegen, in Gehdistanz zum Freibad Weyerli und zum COOP-Einkaufszentrum. Küche mit Glaskeramikherd und Geschirrspüler. Kellerabteil vorhanden.
Per sofort oder nach Vereinbarung. Nichtraucher und keine Haustiere bevorzugt.","Balkon / Terrasse, Ruhige Lage, Altbau, Hochparterre","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': 'EG', 'Wohnfläche:': '60 m2', 'Letztes Renovationsjahr:': '2020', 'Baujahr:': '1935'}",https://www.immoscout24.ch/mieten/4001990365
bern,2’900.–,N/A,N/A,4.5,"98
m2","Amietstrasse 29,",3006 Bern,"Wir bieten zwei 4,5-Zimmerwohnungen ab 01.04.2025 an:
Wohnung 003 im Erdgeschoss mit Grünfläche: Fläche 105.8m2, Mietzins CHF 2'990.00/Monat inkl. Nebenkosten
Wohnung 103 im 1. Obergeschoss: Fläche 98.7m2, Mietzins CHF 2'900.00/Monat inkl. Nebenkosten
Alle Zimmer mit Eichenparkett, offene Küche mit Geschirrspüler, Glaskeramik, Backofen, Kühl-/Gefrierschrank, Bad mit Badewanne, Lavabo, WC, Schlafzimmer mit Ensuitebad (Dusche, Lavabo, WC), Zimmer 4 mit kleinem Einbauschrank, Zimmer 3 mit Balkon, Entrée mit Wandschränken und Garderobe, grosszügiger Balkon mit senkrechten Markisetten, Kellerabteil
Sie heizen mit der Erdsonden-Wärmepumpe (Bodenheizung) und nutzen die Photovoltaikanlage (ZEV).
Lift
Parkplätze stehen in der Einstellhalle zur Vermietung, teilweise mit IMOVA-Charge ausstattbar
Veloraum mit E-Bike-Docking-Stationen
Die Fotos entsprechen dem Wohnungstyp 3.
Das ehemalige Personalhaus des Sonnenhofspitals bietet nach der Totalsanierung Studios, 2- bis 4,5-Zimmerwohnungen mit modernstem Ausbaustandart, grossen Balkonen und Terrassen in Südwestausrichtung. In der Einstellhalle sind 9 Parkplätze zur Vermietung.
Weitere Informationen mit der Objektübersicht finden Sie unter www.stiftunglindenhof.ch/de/immobilien/amietstrasse/
Für eine Besichtigung schreiben Sie uns eine Mail vermietung@lindenhofgruppe.ch
Wir freuen uns auf Ihren Kontakt.","Balkon / Terrasse, Aussicht, Garage, Lift","{'Verfügbarkeit:': '01.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '1', 'Wohnfläche:': '98 m2', 'Letztes Renovationsjahr:': '2025', 'Baujahr:': '2025'}",https://www.immoscout24.ch/mieten/4001978323
bern,2’400.–,N/A,N/A,3.5,"78
m2","Amietstrasse 29,",3006 Bern,"Wir bieten eine 3,5-Zimmerwohnungen ab 01.04.2025 an:
Wohnung 002: Erdgeschoss, Fläche 78,3m2, Mietzins CHF 2'400.00/Monat inkl. Nebenkosten
Alle Zimmer mit Eichenparkett, offene Küche mit Geschirrspüler, Glaskeramik, Backofen, Kühl-Gefrierschrank, Dusche mit WC und Lavabo, Entrée mit Wandschränken und Garderobe, grosszügige Terrasse mit Schrank und senkrechten Markisetten, Kellerabteil
Sie heizen mit der Erdsonden-Wärmepumpe (Bodenheizung) und nutzen die Photovoltaikanlage (ZEV).
Lift
Parkplätze stehen in der Einstellhalle zur Vermietung, teilweise mit IMOVA-Charge ausstattbar
Veloraum mit E-Bike-Docking-Stationen
Die Fotos entsprechen dem Wohnungstyp 2.
Das ehemalige Personalhaus des Sonnenhofspitals bietet nach der Totalsanierung Studios, 2- bis 4,5-Zimmerwohnungen mit modernstem Ausbaustandart, grossen Balkonen und Terrassen in Südwestausrichtung. In der Einstellhalle sind 9 Parkplätze zur Vermietung.
Weitere Informationen mit der Objektübersicht finden Sie unter www.stiftunglindenhof.ch/de/immobilien/amietstrasse/
Für eine Besichtigung senden Sie uns eine Mail an vermietung@lindenhofgruppe.ch
Wir freuen uns auf Ihren Kontakt.","Balkon / Terrasse, Aussicht, Garage, Lift","{'Verfügbarkeit:': '01.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': 'EG', 'Wohnfläche:': '78 m2', 'Letztes Renovationsjahr:': '2025', 'Baujahr:': '2025'}",https://www.immoscout24.ch/mieten/4001977173
bern,1’940.–,CHF 1’590.–,CHF 350.–,3.5,N/A,"Freieckweg 11,",3018 Bern,"Ab 1. Mai 2025 vermieten wir eine charmante, ruhig gelegene 3.5-Zimmer-Wohnung mit Balkon und direktem Gartenzugang in einem gepflegten 3-Familienhaus.
moderne Küche mit Granitabdeckung, Glaskeramik und Geschirrspüler
Wohnzimmer ca. 38 m
Wohn- / Essbereich, Schlafzimmer und Korridor mit Parkettböden; Küche und Bad mit Plattenböden
Waschmaschine/Tumbler im UG (gemeinsam mit einer weiteren Wohnung)
Grosser Keller
Bodenheizung
Ein Parkplatz kann für 80.00/Monat dazu gemietet werden","Balkon / Terrasse, Ruhige Lage, Altbau, Hochparterre","{'Verfügbarkeit:': '01.05.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': 'EG'}",https://www.immoscout24.ch/mieten/4001975089
bern,2’860.–,N/A,N/A,4.5,"100
m2","Schwabstrasse 78,",3018 Bern,"Willkommen in Ihrem neuen Zuhause! Diese topmodern renovierte 4.5-Zimmer-Wohnung an der Schwabstrasse 78 bietet Ihnen höchsten Wohnkomfort in einer perfekten Lage – mit erstklassiger Anbindung an den öffentlichen Verkehr und das Stadtzentrum von Bern in nur wenigen Minuten.
Ein Wohntraum mit luxuriöser Ausstattung
Die Wohnung überzeugt mit einer hochwertigen Designerküche, die keine Wünsche offenlässt:
Quooker-Wasserhahn mit kochendem
Backofen mit Mikrowelle und Dampfgarer/Steamer
Wärmeschublade – für perfekt temperierte Speisen
Glaskeramik-Induktion mit integriertem Tischlüfter
Grosszügiger Kühlschrank & separater Tiefkühler
Geschirrspüler & Naturstein-Arbeitsplatte für höchsten Komfort
Moderne Kochinsel mit integrierter Frühstücksbar
Komfort & Funktionalität in jeder Ecke
Eigene Waschmaschine & Tumbler in der Wohnung
Edle Designer-Garderobe mit viel Stauraum
Modernes Badezimmer mit Dusche/WC
Zusätzlicher Kellerabteil für noch mehr Platz
Optional: Einstellhallenplatz für CHF 110.–/mtl.
Ideal auch für eine Wohngemeinschaft (WG)!
Jetzt Besichtigungstermin vereinbaren!
Lassen Sie sich diese Gelegenheit nicht entgehen – kontaktieren Sie uns für einen Besichtigungstermin und erleben Sie die Qualität dieser einzigartigen Wohnung live.","Haustiere erlaubt, Balkon / Terrasse, Waschmaschine, Aussicht, Ruhige Lage, Kinderfreundlich, Parkplatz, Garage, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '16', 'Wohnfläche:': '100 m2', 'Letztes Renovationsjahr:': '2025'}",https://www.immoscout24.ch/mieten/4001960255
bern,4’000.–,CHF 3’600.–,CHF 400.–,5,"175
m2","Gutenbergstrasse 24,",3011 Bern,"Wir suchen für unsere traumhafte und exklusive Jugendstilwohnung per sofort oder nach Vereinbarung einen Nachmieter.
Lage:
Die exklusive 5-Zimmer Wohnung befindet sich in einem historischen Gebäude an der Gutenbergstrasse 24.
Wohnung:
Die Wohnung ist sehr zentral und trotzdem sehr ruhig gelegen und wurde 2022 renoviert.
Die Exklusivität zeichnet sich in hohen Räumen mit wunderschönen Stuckaturen, edlen Parkettböden und grosszügigen Zimmer aus.
Ebenfalls verfügt die Wohnung über einen grossen Balkon mit Morgen-Mittagssonne und einem kleinen Balkon mit Abendsonne.
Mit dem Lift gelangen Sie direkt in die Wohnung.
Zwei überdachte Abstellplätze können dazu gemietet werden.
Erreichbarkeit:
Bahnhof: Der Hauptbahnhof Bern ist in etwa 5 Minuten zu Fuss erreichbar.
Bus: Mehrere Bushaltestellen (Hirschengraben, Monbijou) sind in wenigen Gehminuten erreichbar.
Tram: Die nächste Tramstation befindet sich etwa 3 Minuten entfernt.
Ausstattungsmerkmale:
Helle und grosszügige Zimmer
Renovierte Parkettböden
Viele Einbauschränke für zusätzlichen Stauraum
Stilvolles Treppenhaus
Küche mit Glaskeramikherd, Kühlschrank, Backofen und Geschirrspüler
Grosse Terrasse mit Sonnenstoren
Morgensonne / Abendsonne
Badezimmer mit Badewanne, Doppellavabo
Separate Toilette mit Lavabo
Eigener Waschturm
Eigenes grosses Kellerabteil
Lift direkt in die Wohnung","Balkon / Terrasse, Waschmaschine, Kabel-TV, Aussicht, Rollstuhlgängig, Ruhige Lage, Parkplatz, Lift, Altbau","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '5', 'Etage:': '1', 'Wohnfläche:': '175 m2', 'Letztes Renovationsjahr:': '2022'}",https://www.immoscout24.ch/mieten/4001952157
bern,3’200.–,CHF 3’100.–,CHF 100.–,4.5,N/A,"Münstergasse 74,",3011 Bern,"Zentral in der Altstadt mit Blick auf Zytglogge und Münster
- 120 m2 Wohnfläche auf mehreren Ebenen mit insgesamt 4.5 Zimmern
- Offener Wohn- Essbereich mit tollem Cheminée
- Moderne Küche
- Grosse, teilweise gedeckte Dachterrasse mit Cheminée
- Kein Lift","Balkon / Terrasse, Reduit, Geschirrspüler, Waschmaschine, Cheminée, Altbau","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Anzahl Etagen:': '3'}",https://www.immoscout24.ch/mieten/4001908292
bern,2’800.–,CHF 2’600.–,CHF 200.–,3.5,"127
m2","Schlossstrasse 8,",3008 Bern,"Wir vermieten nach Vereinbarung eine
Exklusive 3.5-Zimmer-Wohnung auf zwei Etagen - Die Gelegenheit! 
Wohnen Sie gerne zentral? Direkt am Loryplatz sucht unsere schöne, interessante und einzigartige Wohnung neue Mieter/innen. Die Wohnung bietet:
eine Moderne Küche mit Glaskeramik und Geschirrspüler
Parkettböden
Mitbenutzung Gemeinschaftsgarten
1. OG: Küche / Wohn-Esszimmer / Bad mit Badewanne / 2 Zimmer
2. OG: offenes Zimmer mit Zugang zur exklusiven eigenen Dachterrasse
Erhaltene originale Sandsteinwände und Holzkonstruktionen gemischt mit neuen, modernen Bauelementen
Möchten Sie sich ein eigenes Bild der Wohnung machen? Dann zögern Sie nicht uns anzurufen oder via Kontaktformular anzuschreiben.","Balkon / Terrasse, Geschirrspüler","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Maisonette / Duplex', 'Anzahl Zimmer:': '3.5', 'Etage:': '2', 'Anzahl Etagen:': '2', 'Wohnfläche:': '127 m2', 'Letztes Renovationsjahr:': '2018'}",https://www.immoscout24.ch/mieten/4001825149
